172.23.0.1 | http | o@R2Q97Xx732x13x1 | - | 2019-10-10 12:12:19,498 | "GET /s/364032122/bdc7899/1/1.0/_/download/resources/com.atlassian.bitbucket.server.bitbucket-webpack-INTERNAL:favicon/favicon.ico HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | 200 | 0 | 15086 | - | 69 | 1wd6zia | 
172.23.0.1 | http | i@R2Q97Xx732x14x1 | - | 2019-10-10 12:12:19,541 | "GET /s/364032122/bdc7899/1/1.0/_/download/resources/com.atlassian.bitbucket.server.bitbucket-webpack-INTERNAL:alerts-dialog/images/empty-state.svg HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | - | - | - | - | - | 1wd6zia | 
172.23.0.1 | http | o@R2Q97Xx732x14x1 | - | 2019-10-10 12:12:19,559 | "GET /s/364032122/bdc7899/1/1.0/_/download/resources/com.atlassian.bitbucket.server.bitbucket-webpack-INTERNAL:alerts-dialog/images/empty-state.svg HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | 200 | 0 | 2645 | - | 18 | 1wd6zia | 
172.23.0.1 | http | i@R2Q97Xx732x15x1 | - | 2019-10-10 12:12:19,778 | "GET /plugins/servlet/opensearch-descriptor HTTP/1.1" | "" "com.apple.Safari.SearchHelper/12607.3.10 CFNetwork/811.11 Darwin/16.7.0 (x86_64)" | - | - | - | - | - | - | 
172.23.0.1 | http | o@R2Q97Xx732x15x1 | - | 2019-10-10 12:12:19,925 | "GET /plugins/servlet/opensearch-descriptor HTTP/1.1" | "" "com.apple.Safari.SearchHelper/12607.3.10 CFNetwork/811.11 Darwin/16.7.0 (x86_64)" | 200 | 0 | 504 | - | 147 | - | 
172.23.0.1 | http | i@R2Q97Xx732x16x1 | - | 2019-10-10 12:12:19,957 | "POST /rest/analytics/1.0/publish/bulk HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | - | - | - | - | - | 1wd6zia | 
172.23.0.1 | http | o@R2Q97Xx732x11x1 | - | 2019-10-10 12:12:21,251 | "GET /rest/shortcuts/latest/shortcuts/bdc7899/bundled HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | 200 | 0 | 22726 | - | 2061 | 1wd6zia | 
172.23.0.1 | http | o@R2Q97Xx732x16x1 | - | 2019-10-10 12:12:21,432 | "POST /rest/analytics/1.0/publish/bulk HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | 200 | 223 | 0 | - | 1474 | 1wd6zia | 
172.23.0.1 | http | i@R2Q97Xx732x17x0 | - | 2019-10-10 12:12:23,193 | "POST /setup HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | - | - | - | - | - | 1wd6zia | 
172.23.0.1 | http | o@R2Q97Xx732x17x0 | - | 2019-10-10 12:12:23,731 | "POST /setup HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | 302 | 0 | 0 | - | 536 | 1wd6zia | 
172.23.0.1 | http | i@R2Q97Xx732x18x0 | - | 2019-10-10 12:12:23,744 | "GET /setup HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | - | - | - | - | - | 1wd6zia | 
172.23.0.1 | http | o@R2Q97Xx732x18x0 | - | 2019-10-10 12:12:23,908 | "GET /setup HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | 200 | 0 | 11608 | - | 164 | 1wd6zia | 
172.23.0.1 | http | i@R2Q97Xx732x19x0 | - | 2019-10-10 12:12:23,994 | "GET /s/abbd79102f516d4d0bd0765f7a6898a9-CDN/364032122/bdc7899/1/06de104c707032688b0fddfa7f95afd3/_/download/contextbatch/css/bitbucket.page.setup.settings,bitbucket.layout.setup,bitbucket.layout.base,atl.general,-_super/batch.css HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | - | - | - | - | - | 1wd6zia | 
172.23.0.1 | http | i@R2Q97Xx732x20x1 | - | 2019-10-10 12:12:24,007 | "GET /s/e76cdc67b6015af566a6cf4e48a3598f-CDN/364032122/bdc7899/1/06de104c707032688b0fddfa7f95afd3/_/download/contextbatch/js/bitbucket.page.setup.settings,bitbucket.layout.setup,bitbucket.layout.base,atl.general,-_super/batch.js HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | - | - | - | - | - | 1wd6zia | 
172.23.0.1 | http | o@R2Q97Xx732x19x0 | - | 2019-10-10 12:12:24,045 | "GET /s/abbd79102f516d4d0bd0765f7a6898a9-CDN/364032122/bdc7899/1/06de104c707032688b0fddfa7f95afd3/_/download/contextbatch/css/bitbucket.page.setup.settings,bitbucket.layout.setup,bitbucket.layout.base,atl.general,-_super/batch.css HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | 200 | 0 | 99749 | - | 50 | 1wd6zia | 
172.23.0.1 | http | o@R2Q97Xx732x20x1 | - | 2019-10-10 12:12:24,795 | "GET /s/e76cdc67b6015af566a6cf4e48a3598f-CDN/364032122/bdc7899/1/06de104c707032688b0fddfa7f95afd3/_/download/contextbatch/js/bitbucket.page.setup.settings,bitbucket.layout.setup,bitbucket.layout.base,atl.general,-_super/batch.js HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | 200 | 0 | 577198 | - | 788 | 1wd6zia | 
172.23.0.1 | http | i@R2Q97Xx732x21x0 | - | 2019-10-10 12:12:25,171 | "GET /plugins/servlet/opensearch-descriptor HTTP/1.1" | "" "com.apple.Safari.SearchHelper/12607.3.10 CFNetwork/811.11 Darwin/16.7.0 (x86_64)" | - | - | - | - | - | - | 
172.23.0.1 | http | o@R2Q97Xx732x21x0 | - | 2019-10-10 12:12:25,179 | "GET /plugins/servlet/opensearch-descriptor HTTP/1.1" | "" "com.apple.Safari.SearchHelper/12607.3.10 CFNetwork/811.11 Darwin/16.7.0 (x86_64)" | 200 | 0 | 504 | - | 8 | - | 
172.23.0.1 | http | i@R2Q97Xx733x22x0 | - | 2019-10-10 12:13:17,628 | "GET /setup HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | - | - | - | - | - | 1wd6zia | 
172.23.0.1 | http | o@R2Q97Xx733x22x0 | - | 2019-10-10 12:13:17,681 | "GET /setup HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | 200 | 0 | 11608 | - | 53 | 1wd6zia | 
172.23.0.1 | http | i@R2Q97Xx733x23x0 | - | 2019-10-10 12:13:18,126 | "GET /plugins/servlet/opensearch-descriptor HTTP/1.1" | "" "com.apple.Safari.SearchHelper/12607.3.10 CFNetwork/811.11 Darwin/16.7.0 (x86_64)" | - | - | - | - | - | - | 
172.23.0.1 | http | o@R2Q97Xx733x23x0 | - | 2019-10-10 12:13:18,131 | "GET /plugins/servlet/opensearch-descriptor HTTP/1.1" | "" "com.apple.Safari.SearchHelper/12607.3.10 CFNetwork/811.11 Darwin/16.7.0 (x86_64)" | 200 | 0 | 504 | - | 5 | - | 
172.23.0.1 | http | i@R2Q97Xx733x24x0 | - | 2019-10-10 12:13:22,426 | "POST /setup HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | - | - | - | - | - | 1wd6zia | 
172.23.0.1 | http | o@R2Q97Xx733x24x0 | - | 2019-10-10 12:13:22,717 | "POST /setup HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | 302 | 0 | 0 | - | 291 | 1wd6zia | 
172.23.0.1 | http | i@R2Q97Xx733x25x0 | - | 2019-10-10 12:13:22,727 | "GET /setup HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | - | - | - | - | - | 1wd6zia | 
172.23.0.1 | http | o@R2Q97Xx733x25x0 | - | 2019-10-10 12:13:22,906 | "GET /setup HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | 200 | 0 | 9509 | - | 179 | 1wd6zia | 
172.23.0.1 | http | i@R2Q97Xx733x26x0 | - | 2019-10-10 12:13:23,305 | "GET /plugins/servlet/opensearch-descriptor HTTP/1.1" | "" "com.apple.Safari.SearchHelper/12607.3.10 CFNetwork/811.11 Darwin/16.7.0 (x86_64)" | - | - | - | - | - | - | 
172.23.0.1 | http | o@R2Q97Xx733x26x0 | - | 2019-10-10 12:13:23,310 | "GET /plugins/servlet/opensearch-descriptor HTTP/1.1" | "" "com.apple.Safari.SearchHelper/12607.3.10 CFNetwork/811.11 Darwin/16.7.0 (x86_64)" | 200 | 0 | 504 | - | 5 | - | 
172.23.0.1 | http | i@R2Q97Xx733x27x0 | - | 2019-10-10 12:13:23,360 | "GET /s/364032122/bdc7899/1/8.1.0/_/download/resources/com.atlassian.auiplugin:split_aui.splitchunk.vendors--7da3927366/29f387bbfec0e0543bad3b5c3ed6f94b.svg HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | - | - | - | - | - | 1wd6zia | 
172.23.0.1 | http | o@R2Q97Xx733x27x0 | - | 2019-10-10 12:13:23,379 | "GET /s/364032122/bdc7899/1/8.1.0/_/download/resources/com.atlassian.auiplugin:split_aui.splitchunk.vendors--7da3927366/29f387bbfec0e0543bad3b5c3ed6f94b.svg HTTP/1.1" | "http://vincents-macbook-pro-7.local:7990/setup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15" | 200 | 0 | 2696 | - | 19 | 1wd6zia | 
